step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
87,CASH_OUT,114339.1,C183849466,114339.1,0.0,C1798936808,41413.23,155752.33,1,0
120,CASH_OUT,544890.56,C1805538854,0.0,0.0,C583331228,2053719.23,2598609.79,0,0
258,CASH_OUT,100326.62,C1688657688,904876.0,804549.38,C161632843,130954.75,231281.37,0,0
325,PAYMENT,8003.24,C2013631271,0.0,0.0,M1394414678,0.0,0.0,0,0
251,CASH_OUT,208272.94,C1596276883,15832.0,0.0,C1610594356,1861567.17,2069840.11,0,0
121,TRANSFER,1241118.86,C1539299608,1241118.86,0.0,C375267568,0.0,0.0,1,0
437,TRANSFER,4716.08,C316065946,4716.08,0.0,C900839253,0.0,0.0,1,0
394,CASH_OUT,201247.25,C1380307239,201247.25,0.0,C1910018633,1296099.23,1497346.48,1,0
282,TRANSFER,140523.4,C730675323,140523.4,0.0,C160013718,0.0,0.0,1,0
626,TRANSFER,44577.32,C2086578644,44577.32,0.0,C811242646,0.0,0.0,1,0
381,PAYMENT,10215.92,C792171575,127247.2,117031.29,M1032442072,0.0,0.0,0,0
231,PAYMENT,203.02,C1406725055,0.0,0.0,M2047308680,0.0,0.0,0,0
321,CASH_IN,415566.51,C187267123,11850.0,427416.51,C1824602300,9511.67,0.0,0,0
393,PAYMENT,26313.37,C2128931641,0.0,0.0,M727577736,0.0,0.0,0,0
554,CASH_OUT,10000000.0,C291823113,10000000.0,0.0,C1546786985,0.0,10000000.0,1,0
158,PAYMENT,9117.31,C1797493116,308153.0,299035.69,M310745710,0.0,0.0,0,0
229,CASH_OUT,508328.07,C1975374552,0.0,0.0,C1417835621,1127221.4,1635549.47,0,0
121,TRANSFER,936976.86,C415681195,936976.86,0.0,C243023678,0.0,0.0,1,0
203,CASH_OUT,80747.29,C536500956,0.0,0.0,C2111326031,7299783.54,7380530.83,0,0
327,CASH_OUT,1076518.28,C404387463,1076518.28,0.0,C851327636,2451179.2,3527697.48,1,0
686,TRANSFER,1017876.35,C420162190,0.0,0.0,C537497519,5530326.91,6548203.25,0,0
219,TRANSFER,248242.32,C1026095459,248242.32,0.0,C1060066770,0.0,0.0,1,0
329,CASH_IN,404770.93,C489058843,31400.0,436170.93,C1494859130,269953.19,0.0,0,0
605,CASH_OUT,269692.53,C165949141,269692.53,0.0,C895796754,2248741.77,2518434.3,1,0
427,CASH_OUT,4892226.25,C505947737,4892226.25,0.0,C1438698807,54435.33,4946661.58,1,0
382,CASH_OUT,55940.16,C613702775,102365.99,46425.84,C1709535143,350453.64,406393.8,0,0
132,TRANSFER,370840.95,C1512994222,0.0,0.0,C113547814,986904.7,1357745.64,0,0
310,PAYMENT,1795.19,C1566631752,0.0,0.0,M2135799817,0.0,0.0,0,0
16,CASH_IN,488423.21,C641285611,6867475.1,7355898.31,C1244839062,1360062.57,887756.45,0,0
234,CASH_IN,382871.11,C680903113,7004569.49,7387440.6,C1653555821,875031.8,492160.69,0,0
281,TRANSFER,87225.81,C122674677,0.0,0.0,C1584769694,411054.14,498279.95,0,0
382,TRANSFER,1894345.86,C661371185,96617.76,0.0,C1196156932,14115456.38,16009802.24,0,0
203,CASH_IN,82117.44,C1109401866,774.0,82891.44,C742045843,0.0,0.0,0,0
42,CASH_OUT,68167.55,C657965969,13317.0,0.0,C1286589876,883526.74,951694.28,0,0
656,TRANSFER,110528.53,C307234825,110528.53,0.0,C949239257,0.0,0.0,1,0
159,PAYMENT,595.67,C1263064209,0.0,0.0,M538439346,0.0,0.0,0,0
39,CASH_OUT,7937954.2,C1581001485,7937954.2,0.0,C2012612648,2716480.56,10654434.76,1,0
334,CASH_OUT,79251.24,C763413770,44683.0,0.0,C842545982,592236.25,671487.49,0,0
334,PAYMENT,13834.8,C1408153097,21283.0,7448.2,M1669661652,0.0,0.0,0,0
180,PAYMENT,2118.41,C1539983421,0.0,0.0,M1605321490,0.0,0.0,0,0
381,TRANSFER,703882.14,C1086283812,703882.14,0.0,C575658952,0.0,0.0,1,0
741,TRANSFER,10000000.0,C88849251,25674547.89,15674547.89,C1939028448,0.0,0.0,1,0
321,TRANSFER,203874.62,C926108639,203874.62,0.0,C1426041212,0.0,0.0,1,0
161,CASH_OUT,222717.26,C1888706179,0.0,0.0,C458812700,573816.94,796534.2,0,0
254,PAYMENT,13588.93,C1635148891,0.0,0.0,M1160448874,0.0,0.0,0,0
120,CASH_OUT,232955.25,C1280884734,0.0,0.0,C663671678,2433389.75,2666345.0,0,0
395,CASH_OUT,99237.87,C159166529,0.0,0.0,C2034339156,110228.88,209466.75,0,0
616,CASH_OUT,1265656.44,C198942679,1265656.44,0.0,C154881805,653351.54,1919007.98,1,0
204,CASH_OUT,78352.0,C128533562,20346.0,0.0,C1409679278,0.0,126325.77,0,0
323,PAYMENT,16214.77,C296177121,0.0,0.0,M1208843460,0.0,0.0,0,0
374,CASH_IN,140663.68,C109666985,1668554.71,1809218.39,C909339526,2616084.57,2475420.88,0,0
503,CASH_OUT,993088.06,C1414793795,993088.06,0.0,C1137450827,244746.61,1237834.66,1,0
86,TRANSFER,88649.1,C1043173812,88649.1,0.0,C1425524479,0.0,0.0,1,0
152,TRANSFER,102945.99,C488688199,102945.99,0.0,C1626596200,0.0,0.0,1,0
203,PAYMENT,3917.2,C323325804,824992.58,821075.38,M1970098770,0.0,0.0,0,0
178,CASH_IN,223982.0,C1420957751,540.0,224522.0,C2015873709,47833.81,0.0,0,0
278,PAYMENT,8444.02,C980267936,0.0,0.0,M2136017255,0.0,0.0,0,0
449,TRANSFER,231894.75,C978611121,25644.0,0.0,C1265325259,202654.11,434548.86,0,0
656,CASH_OUT,5349.74,C379668471,5349.74,0.0,C1699960133,585780.87,591130.61,1,0
178,CASH_IN,206010.19,C824704554,4171222.97,4377233.16,C167175733,682863.34,476853.15,0,0
213,PAYMENT,719.41,C498152742,40580.0,39860.59,M416715929,0.0,0.0,0,0
228,CASH_OUT,440680.07,C928327430,15841.0,0.0,C169326476,3743431.87,4184111.94,0,0
138,CASH_OUT,105786.88,C1167278953,0.0,0.0,C1877851136,637338.62,743125.5,0,0
268,CASH_OUT,2219475.13,C10511157,2219475.13,0.0,C830333385,589145.32,2808620.45,1,0
132,CASH_OUT,2479940.21,C225560210,2479940.21,0.0,C946491737,0.0,2479940.21,1,0
186,CASH_OUT,70790.59,C356198335,0.0,0.0,C75474253,2379601.45,2450392.04,0,0
131,PAYMENT,13431.98,C1577369912,250283.89,236851.91,M2124091994,0.0,0.0,0,0
20,TRANSFER,448025.06,C1976637754,448025.06,0.0,C4020115,0.0,0.0,1,0
355,CASH_OUT,138340.69,C1296390600,58350.59,0.0,C203735676,687441.78,825782.46,0,0
211,CASH_OUT,229765.46,C2047188833,3683.0,0.0,C1047908899,0.0,229765.46,0,0
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,0
573,TRANSFER,438139.79,C653094177,438139.79,0.0,C1710300918,0.0,0.0,1,0
690,CASH_OUT,3574316.05,C438537495,3574316.05,0.0,C2102646541,260882.71,3835198.77,1,0
399,CASH_OUT,98094.55,C1268379677,0.0,0.0,C1751777083,970471.07,1068565.62,0,0
594,CASH_OUT,67336.2,C972995743,11630.0,0.0,C569338068,316016.79,383352.99,0,0
479,CASH_OUT,286803.74,C1119901457,10853.34,0.0,C862176309,7133080.79,7419884.53,0,0
373,CASH_OUT,340725.63,C1470625155,0.0,0.0,C432092862,381285.43,722011.06,0,0
484,TRANSFER,26654.46,C755286039,26654.46,0.0,C2094079166,0.0,0.0,1,0
231,CASH_IN,118123.82,C255882943,9633219.07,9751342.88,C73413751,147654.16,29530.35,0,0
400,CASH_OUT,628309.16,C763619079,0.0,0.0,C66797813,921481.51,1549790.68,0,0
235,CASH_OUT,173378.96,C2124273232,0.0,0.0,C530493244,722869.25,896248.21,0,0
477,CASH_OUT,9639524.7,C560583390,9639524.7,0.0,C1975522590,0.0,9639524.7,1,0
274,PAYMENT,884.31,C80308678,1011.0,126.69,M142290929,0.0,0.0,0,0
17,CASH_OUT,129944.73,C1910367307,0.0,0.0,C426416592,11998713.83,12128658.56,0,0
732,TRANSFER,249365.63,C372564056,249365.63,0.0,C977922578,0.0,0.0,1,0
183,CASH_OUT,464866.46,C145449611,32575.0,0.0,C258972837,0.0,464866.46,0,0
238,PAYMENT,18057.86,C1744678179,19908.31,1850.45,M148420078,0.0,0.0,0,0
355,CASH_OUT,62040.38,C2026505459,0.0,0.0,C1604920106,2211814.58,2273854.97,0,0
138,CASH_OUT,54840.33,C428576161,0.0,0.0,C1427825258,8002787.55,8057627.88,0,0
253,CASH_OUT,362714.43,C1098506498,0.0,0.0,C12493363,766546.99,1129261.43,0,0
215,PAYMENT,3432.88,C1158134312,0.0,0.0,M1436471011,0.0,0.0,0,0
182,PAYMENT,14486.31,C1193589661,30639.0,16152.69,M1500614510,0.0,0.0,0,0
495,TRANSFER,1301090.39,C1386844753,1301090.39,0.0,C808323881,0.0,0.0,1,0
131,CASH_OUT,20304.22,C1930596174,31432.0,11127.78,C1930946430,12100.36,32404.59,0,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
378,CASH_IN,160816.78,C1830717509,8027878.52,8188695.3,C576425762,909528.68,748711.9,0,0
305,CASH_OUT,124718.38,C355629677,0.0,0.0,C1090103022,2482527.99,2607246.37,0,0
43,CASH_IN,7315.19,C2108110314,117907.0,125222.19,C1842555974,0.0,11887.62,0,0
269,TRANSFER,32527.0,C1930526816,32527.0,0.0,C1608920091,0.0,0.0,1,0
202,CASH_IN,245157.69,C21561691,3423824.0,3668981.69,C436894222,340517.77,95360.08,0,0
404,CASH_OUT,208414.1,C1170805595,0.0,0.0,C2084782836,499109.86,707523.96,0,0
136,CASH_OUT,256494.2,C65129899,0.0,0.0,C219076415,370828.82,627323.02,0,0
348,CASH_IN,56873.58,C700458019,361.0,57234.58,C614974657,456302.71,399429.13,0,0
420,CASH_OUT,1464160.5,C2024056212,1464160.5,0.0,C1653697681,462739.95,1926900.44,1,0
37,CASH_OUT,49194.93,C1983097959,20683.0,0.0,C1930409721,942001.33,991196.27,0,0
164,PAYMENT,5106.65,C1128343740,0.0,0.0,M376718808,0.0,0.0,0,0
726,TRANSFER,316882.94,C1238333344,316882.94,0.0,C1708390598,0.0,0.0,1,0
225,PAYMENT,15419.9,C376660630,25339.0,9919.1,M1079727221,0.0,0.0,0,0
11,CASH_IN,168438.56,C2138856389,20240.0,188678.56,C1633172244,593476.83,425038.27,0,0
161,TRANSFER,145582.83,C1747634582,70907.0,0.0,C1525913890,8502019.48,8647602.32,0,0
463,CASH_OUT,279826.54,C616239672,279826.54,0.0,C583085719,492054.19,771880.72,1,0
313,CASH_OUT,1467324.96,C97658415,1467324.96,0.0,C1960732564,75565.92,1542890.88,1,0
718,TRANSFER,9749042.95,C1040320190,9749042.95,0.0,C598263954,0.0,0.0,1,0
656,CASH_OUT,46291.81,C68542606,46291.81,0.0,C1411993803,799108.3,845400.11,1,0
446,TRANSFER,311487.14,C1728700338,311487.14,0.0,C1489729408,0.0,0.0,1,0
501,CASH_OUT,73328.47,C486475029,73328.47,0.0,C710448547,121670.8,194999.27,1,0
685,TRANSFER,4886423.05,C557894266,4886423.05,0.0,C1725513942,0.0,0.0,1,0
157,PAYMENT,22774.91,C630326263,0.0,0.0,M859235458,0.0,0.0,0,0
236,CASH_OUT,339547.49,C2063714614,211535.0,0.0,C1056670314,0.0,339547.49,0,0
304,CASH_IN,153655.97,C66481275,31752.0,185407.97,C2123790975,0.0,0.0,0,0
36,PAYMENT,31.8,C1148009054,0.0,0.0,M1422766758,0.0,0.0,0,0
133,TRANSFER,270213.94,C1380874858,33404.0,0.0,C1710064448,105327.6,549463.69,0,0
441,CASH_OUT,1032168.79,C1659569966,1032168.79,0.0,C1072956803,805209.56,1837378.34,1,0
210,CASH_OUT,315238.19,C2105895101,11054.0,0.0,C1165441509,514899.77,830137.96,0,0
17,PAYMENT,18361.13,C987835991,93849.15,75488.02,M1227509570,0.0,0.0,0,0
225,PAYMENT,3958.2,C954271625,0.0,0.0,M1167311912,0.0,0.0,0,0
202,PAYMENT,12819.63,C1792324708,0.0,0.0,M1207431887,0.0,0.0,0,0
271,TRANSFER,5926745.36,C393546828,5926745.36,0.0,C516790131,0.0,0.0,1,0
143,CASH_OUT,155854.37,C1717994477,155854.37,0.0,C1484687714,318930.35,474784.71,1,0
203,PAYMENT,8179.11,C1765144598,17830.46,9651.35,M1023735833,0.0,0.0,0,0
410,TRANSFER,281439.26,C608125181,281439.26,0.0,C1857424764,0.0,0.0,1,0
132,PAYMENT,14330.33,C429956476,33848.77,19518.44,M1398643952,0.0,0.0,0,0
732,CASH_OUT,1157971.07,C1123625591,1157971.07,0.0,C355172230,2974237.06,4132208.13,1,0
281,CASH_OUT,91689.77,C868153743,513054.0,421364.23,C1006320918,0.0,91689.77,0,0
308,CASH_OUT,169865.86,C153671808,0.0,0.0,C2028831881,2824398.58,2994264.44,0,0
178,PAYMENT,816.44,C1151241925,0.0,0.0,M790365881,0.0,0.0,0,0
379,CASH_IN,30656.51,C141309778,8447254.69,8477911.2,C1449702309,1652056.45,1621399.93,0,0
20,PAYMENT,13642.72,C852702943,15982.0,2339.28,M563257493,0.0,0.0,0,0
134,CASH_OUT,33528.21,C623566628,32292.41,0.0,C390190800,1591744.63,1625272.83,0,0
404,PAYMENT,8910.65,C1491578992,219970.0,211059.35,M104119871,0.0,0.0,0,0
210,CASH_IN,72955.07,C449186636,12177753.68,12250708.75,C1158900486,1868927.57,1795972.5,0,0
540,PAYMENT,697.12,C280251012,27062.0,26364.88,M778773777,0.0,0.0,0,0
209,PAYMENT,14840.3,C1721830331,0.0,0.0,M9973054,0.0,0.0,0,0
464,CASH_OUT,1506795.1,C1504023425,1506795.1,0.0,C538717920,39851.76,1546646.86,1,0
278,CASH_OUT,3167.66,C1593272099,62536.0,59368.34,C1641185696,0.0,0.0,0,0
309,CASH_OUT,86225.56,C1926045395,0.0,0.0,C1129635883,135005.87,221231.43,0,0
209,CASH_OUT,87151.86,C1536707795,0.0,0.0,C155649911,402885.41,490037.26,0,0
404,PAYMENT,3752.41,C1711353344,10166.0,6413.59,M244767275,0.0,0.0,0,0
444,CASH_OUT,3752520.6,C1674281831,3752520.6,0.0,C590901753,1255946.49,5008467.09,1,0
154,CASH_IN,207366.5,C958390765,4067443.89,4274810.39,C1336584430,587967.17,713766.93,0,0
670,TRANSFER,1938347.14,C574846060,1938347.14,0.0,C1073035418,0.0,0.0,1,0
274,CASH_OUT,208756.64,C712733463,11928.0,0.0,C284249137,896018.61,1104775.25,0,0
232,PAYMENT,13070.0,C2117667677,638492.51,625422.51,M1167485331,0.0,0.0,0,0
10,CASH_OUT,377275.45,C1777517449,0.0,0.0,C510508465,2072427.97,2266894.08,0,0
400,PAYMENT,36260.12,C1225066618,20072.0,0.0,M411651112,0.0,0.0,0,0
303,TRANSFER,1421383.57,C23423526,0.0,0.0,C1394249380,5252728.4,6674111.97,0,0
187,PAYMENT,8774.52,C1664516059,321644.94,312870.42,M1387374203,0.0,0.0,0,0
161,CASH_OUT,60111.05,C1278507213,0.0,0.0,C1794985101,112552.07,172663.12,0,0
186,PAYMENT,23199.47,C166736834,18685.0,0.0,M789389423,0.0,0.0,0,0
357,CASH_IN,191353.18,C276044135,4521524.76,4712877.93,C1806825688,593960.23,402607.06,0,0
37,CASH_OUT,51265.97,C305510989,0.0,0.0,C995184274,87767.73,139033.7,0,0
378,CASH_IN,28432.58,C1914460743,133093.0,161525.58,C2056624759,0.0,0.0,0,0
371,PAYMENT,12668.14,C1316796981,11160.0,0.0,M480305643,0.0,0.0,0,0
470,TRANSFER,864994.24,C504859386,864994.24,0.0,C1412133328,0.0,0.0,1,0
522,PAYMENT,26840.78,C1039412319,66855.0,40014.22,M1481256421,0.0,0.0,0,0
251,PAYMENT,25764.72,C258564426,154263.0,128498.28,M422789806,0.0,0.0,0,0
380,CASH_OUT,178864.47,C951665065,0.0,0.0,C432208827,8229734.17,8408598.65,0,0
187,CASH_OUT,1561.78,C584261404,0.0,0.0,C166243665,139168.9,140730.68,0,0
35,PAYMENT,1861.37,C129696478,0.0,0.0,M843072740,0.0,0.0,0,0
232,TRANSFER,40052.27,C1560599756,21440.0,0.0,C467089211,3766586.72,3806638.98,0,0
161,CASH_OUT,149869.26,C1144525215,50856.0,0.0,C1583635380,223911.52,651220.0,0,0
180,PAYMENT,12667.7,C1245729476,374871.91,362204.22,M632027364,0.0,0.0,0,0
277,PAYMENT,11450.12,C968220575,117892.0,106441.88,M1248272626,0.0,0.0,0,0
379,CASH_OUT,118961.3,C1820166304,0.0,0.0,C1775809491,1506057.47,1625018.77,0,0
394,PAYMENT,8698.57,C1407139053,0.0,0.0,M655583214,0.0,0.0,0,0
211,PAYMENT,31039.67,C377063055,0.0,0.0,M864485982,0.0,0.0,0,0
396,PAYMENT,6454.36,C1629792747,506836.65,500382.28,M77645973,0.0,0.0,0,0
324,TRANSFER,21580.37,C765450059,21580.37,0.0,C125935569,0.0,0.0,1,0
255,TRANSFER,38461.47,C1472871781,0.0,0.0,C1385829498,51223.85,89685.32,0,0
402,CASH_OUT,1301410.68,C756143103,1301410.68,0.0,C1385992736,307091.75,1608502.44,1,0
230,CASH_OUT,137722.35,C1840901933,0.0,0.0,C1064290559,654559.85,792282.2,0,0
56,CASH_OUT,82767.31,C1447707746,82767.31,0.0,C133385139,401173.22,483940.53,1,0
8,CASH_OUT,15808.02,C1311336999,0.0,0.0,C485423874,73507.28,89315.3,0,0
228,CASH_OUT,116793.95,C1175586239,0.0,0.0,C618024454,242178.89,358972.84,0,0
254,TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1,0
140,CASH_OUT,57378.66,C822412462,253.0,0.0,C840902527,440760.24,498138.89,0,0
10,CASH_OUT,194504.95,C2036852927,0.0,0.0,C1851222027,2412999.78,2607504.73,0,0
233,TRANSFER,48156.69,C2044046492,48156.69,0.0,C1686942753,0.0,0.0,1,0
226,CASH_OUT,132151.77,C2041609065,0.0,0.0,C811013211,236626.0,0.0,0,0
132,CASH_OUT,111341.32,C2089891434,367645.87,256304.56,C2030815369,544458.75,655800.07,0,0
404,CASH_OUT,81113.81,C1956915093,0.0,0.0,C227545037,1024492.68,1105606.49,0,0
231,CASH_OUT,317787.12,C621941841,317787.12,0.0,C1560860493,11292122.38,11609909.5,1,0
398,CASH_OUT,269426.99,C1252102362,30483.0,0.0,C432396796,61110.97,330537.96,0,0
475,CASH_OUT,29611.08,C779716783,29611.08,0.0,C1919160151,723084.29,752695.37,1,0
183,CASH_OUT,5566.14,C1626151381,5566.14,0.0,C567898668,0.0,5566.14,1,0
139,CASH_OUT,141514.6,C1683709011,61433.0,0.0,C460451653,727484.96,868999.56,0,0
299,CASH_OUT,357066.18,C1300979113,10027.0,0.0,C1269282972,0.0,357066.18,0,0
165,TRANSFER,203737.03,C1160392233,0.0,0.0,C375207823,316220.57,519957.6,0,0
276,CASH_IN,91771.07,C162503121,25598835.24,25690606.31,C950000640,169785.54,78014.48,0,0
136,PAYMENT,8716.01,C1936716443,0.0,0.0,M1368866681,0.0,0.0,0,0
625,TRANSFER,2654302.46,C286057800,2654302.46,0.0,C1593401972,0.0,0.0,1,0
249,PAYMENT,17555.22,C171525442,0.0,0.0,M1535177085,0.0,0.0,0,0
10,CASH_IN,22786.17,C27418457,3288491.36,3311277.54,C1144070975,2501114.96,2364068.61,0,0
365,CASH_OUT,4841332.26,C238987266,4841332.26,0.0,C1373089977,12806.8,4854139.07,1,0
637,CASH_OUT,157577.84,C175641909,0.0,0.0,C1343925272,251900.39,409478.23,0,0
15,CASH_OUT,10980.99,C1048331953,16032.0,5051.01,C2093777729,346728.3,416843.68,0,0
226,CASH_OUT,73230.68,C830500142,15318.0,0.0,C898900309,0.0,73230.68,0,0
15,CASH_OUT,710092.27,C1725934011,0.0,0.0,C2004450760,207111.72,645292.81,0,0
157,PAYMENT,19809.05,C514426934,124243.53,104434.48,M1177632079,0.0,0.0,0,0
136,PAYMENT,19998.58,C347924712,45657.39,25658.81,M550732771,0.0,0.0,0,0
352,PAYMENT,12419.99,C1518032354,293.0,0.0,M2024100162,0.0,0.0,0,0
181,CASH_IN,238453.09,C903444213,4022912.78,4261365.87,C805432566,3319125.16,3080672.07,0,0
35,PAYMENT,17303.96,C356970118,374.0,0.0,M1737005833,0.0,0.0,0,0
588,PAYMENT,12660.87,C601648119,22812.0,10151.13,M903443856,0.0,0.0,0,0
402,PAYMENT,7570.19,C1700081123,209447.39,201877.2,M769360689,0.0,0.0,0,0
155,PAYMENT,2169.28,C1898084526,108303.54,106134.26,M1482154839,0.0,0.0,0,0
42,PAYMENT,3644.89,C1803425254,0.0,0.0,M2003024780,0.0,0.0,0,0
325,TRANSFER,30846.84,C913635242,30846.84,0.0,C282425253,0.0,0.0,1,0
151,TRANSFER,443893.69,C1983851007,443893.69,0.0,C1777824686,0.0,0.0,1,0
323,PAYMENT,55372.06,C600083828,6038.0,0.0,M1982728372,0.0,0.0,0,0
231,PAYMENT,6071.07,C944199573,75028.43,68957.35,M516938403,0.0,0.0,0,0
251,CASH_OUT,118105.95,C1642294930,17071.01,0.0,C644948876,439941.66,558047.61,0,0
236,PAYMENT,4282.61,C997695120,0.0,0.0,M1323862059,0.0,0.0,0,0
160,CASH_OUT,482259.95,C934027526,60794.0,0.0,C1849602029,5104609.18,5586869.14,0,0
178,CASH_OUT,113814.66,C1334461887,17441.0,0.0,C1519454953,1272089.36,1385904.02,0,0
369,CASH_IN,125012.21,C1095357798,1518166.16,1643178.38,C396109881,317447.52,192435.31,0,0
211,PAYMENT,22161.32,C159497963,51785.0,29623.68,M1067867146,0.0,0.0,0,0
282,CASH_IN,17015.05,C1266999585,6299142.45,6316157.5,C626560229,372283.6,355268.55,0,0
307,PAYMENT,19969.12,C1737414671,163495.0,143525.88,M78101094,0.0,0.0,0,0
258,PAYMENT,13195.74,C704340091,0.0,0.0,M1988008393,0.0,0.0,0,0
14,CASH_IN,281978.35,C636995181,9947.0,291925.35,C1238735674,737.0,230390.92,0,0
404,TRANSFER,2754759.04,C2039553933,2754759.04,0.0,C1469107972,0.0,0.0,1,0
210,CASH_OUT,244297.24,C1623049541,431249.16,186951.92,C975452336,5284259.42,5935868.5,0,0
212,PAYMENT,3545.07,C1963796757,198896.35,195351.28,M1527411282,0.0,0.0,0,0
456,CASH_OUT,30548.46,C1387708046,30548.46,0.0,C1963829295,804314.46,834862.92,1,0
357,CASH_OUT,9759.6,C1176168205,0.0,0.0,C335539848,1418853.3,1428612.9,0,0
324,CASH_IN,218351.56,C647312158,9358850.59,9577202.15,C1913274981,6117467.37,5899115.81,0,0
144,TRANSFER,325732.34,C1544110174,325732.34,0.0,C2112676621,0.0,0.0,1,0
178,PAYMENT,3074.2,C1524177,41519.0,38444.8,M1254577822,0.0,0.0,0,0
187,CASH_OUT,856386.66,C1887925622,856386.66,0.0,C128909445,256445.98,1112832.65,1,0
670,CASH_OUT,74103.27,C1515750181,259671.74,185568.47,C2013169541,257370.23,331473.5,0,0
526,TRANSFER,319883.28,C1346194314,319883.28,0.0,C2046261868,0.0,0.0,1,0
258,PAYMENT,7069.61,C99185772,68778.0,61708.39,M1361261887,0.0,0.0,0,0
678,TRANSFER,749316.7,C965198261,749316.7,0.0,C636887341,0.0,0.0,1,0
95,TRANSFER,53062.52,C146522698,53062.52,0.0,C1122850221,0.0,0.0,1,0
356,CASH_OUT,463383.26,C1307432615,0.0,0.0,C1035529304,5963152.54,6426535.8,0,0
313,PAYMENT,1591.62,C1313478218,0.0,0.0,M1800766434,0.0,0.0,0,0
348,CASH_OUT,291264.2,C163614138,291264.2,0.0,C350043001,439892.58,731156.78,1,0
230,CASH_OUT,63358.49,C358483234,254149.0,190790.51,C756040445,3160104.32,3223462.81,0,0
352,TRANSFER,154052.34,C2069798530,154052.34,0.0,C2110724119,0.0,0.0,1,0
14,PAYMENT,963.5,C1856965888,682.0,0.0,M1623068438,0.0,0.0,0,0
285,PAYMENT,1176.03,C1913258318,435401.36,434225.32,M1449591577,0.0,0.0,0,0
15,CASH_IN,53230.73,C938400829,895081.62,948312.35,C360966517,7015146.49,6961915.77,0,0
132,CASH_OUT,768520.15,C1376162995,768520.15,0.0,C471258515,218306.5,986826.65,1,0
396,TRANSFER,1547877.98,C211699118,1547877.98,0.0,C1804433464,0.0,0.0,1,0
47,CASH_OUT,238805.3,C1840368517,0.0,0.0,C1965847730,263026.76,501832.06,0,0
216,TRANSFER,1591587.2,C51604499,0.0,0.0,C494845714,6960872.61,8552459.81,0,0
225,PAYMENT,9224.53,C672069660,8040.79,0.0,M604822239,0.0,0.0,0,0
637,PAYMENT,2847.67,C1660954768,0.0,0.0,M1465429761,0.0,0.0,0,0
518,CASH_OUT,43188.32,C1091589527,4288.0,0.0,C1481157081,0.0,43188.32,0,0
130,CASH_IN,27583.85,C8415414,2732340.66,2759924.51,C495422431,174523.19,146939.35,0,0
474,PAYMENT,4825.23,C549158341,523219.15,518393.92,M979597644,0.0,0.0,0,0
264,PAYMENT,6861.62,C1530544393,8505.0,1643.38,M2022498099,0.0,0.0,0,0
133,CASH_OUT,62351.34,C1078209136,75280.0,12928.66,C591953123,517241.0,674805.07,0,0
405,CASH_IN,123579.1,C1596971581,5832379.61,5955958.71,C1140767208,957657.7,834078.59,0,0
164,CASH_OUT,274808.04,C923811656,0.0,0.0,C309065968,2584820.79,3960902.05,0,0
18,CASH_OUT,175863.85,C616881371,729144.9,553281.06,C1129235717,1643276.61,1819140.46,0,0
44,CASH_OUT,253460.96,C937405312,53981.0,0.0,C1455846898,260083.33,116573.34,0,0
355,CASH_OUT,211942.22,C1765475157,0.0,0.0,C1138100509,1091185.46,1303127.67,0,0
577,CASH_OUT,727792.98,C786298819,727792.98,0.0,C1428966428,456471.74,1184264.72,1,0
157,CASH_OUT,401897.49,C1255213077,0.0,0.0,C564940555,416290.37,818187.86,0,0
207,CASH_OUT,100269.41,C270654522,0.0,0.0,C977498838,2461162.92,2561432.33,0,0
43,PAYMENT,13460.49,C1612729972,21592.0,8131.51,M1051252256,0.0,0.0,0,0
522,TRANSFER,3635328.11,C743822679,10436.0,0.0,C1534408959,273252.13,3908580.24,0,0
98,CASH_OUT,8055.06,C1544350298,8055.06,0.0,C912405348,0.0,8055.06,1,0
325,CASH_OUT,83476.52,C1022010058,0.0,0.0,C1961386455,719159.45,802635.98,0,0
240,PAYMENT,12492.84,C320540298,468.22,0.0,M1238329933,0.0,0.0,0,0
11,CASH_OUT,254494.05,C1404883387,0.0,0.0,C1561140816,464803.65,719297.7,0,0
399,CASH_OUT,176820.26,C1216850367,24063.0,0.0,C82805485,270517.93,447338.19,0,0
186,PAYMENT,809.67,C1755093302,315129.26,314319.59,M614847224,0.0,0.0,0,0
350,CASH_OUT,476250.64,C982185485,0.0,0.0,C1074936357,747409.18,1223659.82,0,0
323,TRANSFER,985874.92,C1713544188,0.0,0.0,C1015415004,5662615.79,6648490.71,0,0
385,CASH_OUT,620512.76,C2009642313,620512.76,0.0,C826590621,0.0,620512.76,1,0
246,TRANSFER,831725.76,C1717556818,831725.76,0.0,C377236919,0.0,0.0,1,0
545,PAYMENT,2927.48,C1366607792,0.0,0.0,M806693770,0.0,0.0,0,0
181,TRANSFER,132195.25,C1701934694,0.0,0.0,C1598555599,388634.6,520829.86,0,0
522,CASH_OUT,545780.7,C68418619,545780.7,0.0,C1298522904,0.0,545780.7,1,0
187,PAYMENT,9694.21,C1174044823,311221.72,301527.52,M1484675120,0.0,0.0,0,0
