DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Part 1-2,Crime code,Crime Code Desc,Vict Age,Vict Sex,Premis Cd,Premis Desc,Status Desc,LAT,LON
200615196,09-07-2020 00:00,09-07-2020 00:00,1830,Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,M,108,PARKING LOT,Invest Cont,34.0908,-118.303
200205103,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2200,Rampart,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.0697,-118.2626
201016381,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,2254,West Valley,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",50,F,101,STREET,Invest Cont,34.212,-118.5475
200712903,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,2015,Wilshire,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,M,503,HOTEL,Adult Other,34.0782,-118.3695
201307940,03-11-2020 00:00,03-11-2020 00:00,900,Newton,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,34.0293,-118.241
200604861,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,210,Hollywood,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,101,STREET,Invest Cont,34.1016,-118.3267
200304189,01-02-2020 00:00,01-02-2020 00:00,100,Southwest,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,710,OTHER PREMISE,Adult Other,34.0071,-118.326
201307077,02/24/2020 12:00:00 AM,02/14/2020 12:00:00 AM,40,Newton,2,886,DISTURBING THE PEACE,15,F,253,MORTUARY,Invest Cont,33.9906,-118.2783
200404296,01-08-2020 00:00,01-07-2020 00:00,1530,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,203,OTHER BUSINESS,Invest Cont,34.0627,-118.1869
200209181,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1610,Rampart,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,102,SIDEWALK,Adult Arrest,34.0564,-118.2725
201007567,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1840,West Valley,2,888,TRESPASSING,66,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,34.1719,-118.5055
200505250,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1600,Harbor,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,39,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Other,33.7739,-118.2678
200605740,02-06-2020 00:00,02-06-2020 00:00,720,Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,101,STREET,Adult Arrest,34.1016,-118.331
200416028,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1525,Hollenbeck,2,900,VIOLATION OF COURT ORDER,65,M,504,OTHER RESIDENCE,Invest Cont,0,0
200109244,03/16/2020 12:00:00 AM,03/14/2020 12:00:00 AM,2000,Central,1,210,ROBBERY,48,M,102,SIDEWALK,Invest Cont,34.0442,-118.2439
201116336,12-05-2020 00:00,10/23/2020 12:00:00 AM,2000,Northeast,1,761,BRANDISH WEAPON,25,M,101,STREET,Invest Cont,34.1131,-118.1894
201114782,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1805,Northeast,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,M,108,PARKING LOT,Invest Cont,34.1391,-118.2141
200310416,04/24/2020 12:00:00 AM,04/16/2020 12:00:00 AM,900,Southwest,2,354,THEFT OF IDENTITY,45,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0273,-118.2981
200707342,03-11-2020 00:00,03-10-2020 00:00,1515,Wilshire,1,310,BURGLARY,41,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0837,-118.3543
201014283,10/21/2020 12:00:00 AM,10-08-2020 00:00,1330,West Valley,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),66,M,108,PARKING LOT,Invest Cont,34.2102,-118.5361
200414791,11-11-2020 00:00,11-11-2020 00:00,1400,Hollenbeck,2,901,VIOLATION OF RESTRAINING ORDER,37,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0911,-118.1678
200408618,05-07-2020 00:00,05-06-2020 00:00,1800,Hollenbeck,1,330,BURGLARY FROM VEHICLE,53,M,101,STREET,Invest Cont,34.0693,-118.2
200407521,04-02-2020 00:00,04-02-2020 00:00,1240,Hollenbeck,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,504,OTHER RESIDENCE,Adult Other,34.0405,-118.2165
200208350,03/30/2020 12:00:00 AM,03/29/2020 12:00:00 AM,1700,Rampart,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0449,-118.2731
200414488,10/30/2020 12:00:00 AM,10/29/2020 12:00:00 AM,2200,Hollenbeck,2,624,BATTERY - SIMPLE ASSAULT,20,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0319,-118.2113
200808302,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1930,West LA,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,M,707,GARAGE/CARPORT,Adult Other,34.0661,-118.4485
200408755,05-11-2020 00:00,05-11-2020 00:00,2030,Hollenbeck,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,116,OTHER/OUTSIDE,Invest Cont,34.0529,-118.2133
200505068,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1000,Harbor,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,33.8204,-118.3037
200614595,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,40,Hollywood,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,M,707,GARAGE/CARPORT,Invest Cont,34.1079,-118.3337
200615043,09-06-2020 00:00,09-04-2020 00:00,1700,Hollywood,1,330,BURGLARY FROM VEHICLE,58,M,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.1016,-118.3471
200616644,10/13/2020 12:00:00 AM,10-12-2020 00:00,2030,Hollywood,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),59,F,101,STREET,Invest Cont,34.1086,-118.3236
200216455,10/21/2020 12:00:00 AM,10/13/2020 12:00:00 AM,900,Rampart,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53,M,108,PARKING LOT,Invest Cont,34.0873,-118.296
200712594,08-09-2020 00:00,08-09-2020 00:00,1930,Wilshire,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,M,101,STREET,Adult Other,34.0537,-118.3619
200915696,10-09-2020 00:00,10-09-2020 00:00,220,Van Nuys,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,101,STREET,Adult Other,34.1802,-118.4487
200108556,03-05-2020 00:00,03-04-2020 00:00,1435,Central,1,330,BURGLARY FROM VEHICLE,30,M,116,OTHER/OUTSIDE,Invest Cont,34.0405,-118.2567
200116354,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1425,Central,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,M,102,SIDEWALK,Adult Other,34.0407,-118.2427
200412172,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1030,Hollenbeck,2,624,BATTERY - SIMPLE ASSAULT,65,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0524,-118.1969
200512111,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1900,Harbor,1,510,VEHICLE - STOLEN,0,,121,YARD (RESIDENTIAL/BUSINESS),Invest Cont,33.7869,-118.2778
201113064,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1500,Northeast,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.1,-118.2874
200708317,04/16/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1800,Wilshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),67,M,104,DRIVEWAY,Adult Other,34.0549,-118.3501
201015685,12-02-2020 00:00,11/22/2020 12:00:00 AM,1900,West Valley,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),64,M,101,STREET,Invest Cont,34.1993,-118.5225
200808801,04/28/2020 12:00:00 AM,04/23/2020 12:00:00 AM,1030,West LA,2,662,"BUNCO, GRAND THEFT",81,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0585,-118.4119
200212736,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,15,Rampart,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",23,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0697,-118.273
200515258,10/14/2020 12:00:00 AM,10-12-2020 00:00,1230,Harbor,2,624,BATTERY - SIMPLE ASSAULT,50,F,121,YARD (RESIDENTIAL/BUSINESS),Invest Cont,33.7868,-118.2658
200716781,12-06-2020 00:00,12-06-2020 00:00,1230,Wilshire,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0837,-118.3543
200304700,01-12-2020 00:00,01-12-2020 00:00,2030,Southwest,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",49,F,949,MTA - EXPO LINE - EXPO/LA BREA,Invest Cont,34.0247,-118.352
200409594,06-08-2020 00:00,06-06-2020 00:00,2000,Hollenbeck,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35,F,707,GARAGE/CARPORT,Invest Cont,34.08,-118.1756
200208066,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,440,Rampart,1,520,VEHICLE - ATTEMPT STOLEN,27,M,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.0523,-118.2676
200618580,11/28/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1500,Hollywood,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,53,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0925,-118.3291
200816680,11/16/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1900,West LA,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",76,F,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.0604,-118.4684
201212144,05-04-2020 00:00,05-04-2020 00:00,100,77th Street,1,510,VEHICLE - STOLEN,0,,101,STREET,Adult Other,33.9829,-118.3294
201219304,08/26/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1700,77th Street,1,510,VEHICLE - STOLEN,0,,101,STREET,Adult Arrest,33.9618,-118.3156
200317571,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1040,Southwest,1,210,ROBBERY,23,M,101,STREET,Invest Cont,34.0215,-118.3393
201109063,05-06-2020 00:00,05-05-2020 00:00,240,Northeast,1,520,VEHICLE - ATTEMPT STOLEN,56,M,101,STREET,Invest Cont,34.1164,-118.1776
200109962,04-02-2020 00:00,03/26/2020 12:00:00 AM,1030,Central,1,330,BURGLARY FROM VEHICLE,33,M,101,STREET,Invest Cont,34.0635,-118.2458
201307804,03-09-2020 00:00,01/27/2020 12:00:00 AM,2140,Newton,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,F,101,STREET,Adult Arrest,33.9948,-118.2565
201214594,06/13/2020 12:00:00 AM,06-12-2020 00:00,2215,77th Street,1,330,BURGLARY FROM VEHICLE,66,M,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,33.9632,-118.2827
200716734,12-05-2020 00:00,12-05-2020 00:00,915,Wilshire,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,59,F,108,PARKING LOT,Invest Cont,34.0467,-118.3406
201212831,05/15/2020 12:00:00 AM,05-04-2020 00:00,700,77th Street,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",57,M,720,JUNIOR HIGH SCHOOL,Invest Cont,33.9875,-118.2915
200906646,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1030,Van Nuys,1,310,BURGLARY,44,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.1466,-118.462
200816285,11-11-2020 00:00,11-10-2020 00:00,1700,West LA,1,310,BURGLARY,31,M,707,GARAGE/CARPORT,Invest Cont,34.031,-118.3989
200616417,10-08-2020 00:00,10-08-2020 00:00,230,Hollywood,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,101,STREET,Invest Cont,34.1017,-118.3141
201014150,10/17/2020 12:00:00 AM,10-10-2020 00:00,1,West Valley,2,354,THEFT OF IDENTITY,29,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.212,-118.5154
200212614,07/16/2020 12:00:00 AM,04/21/2020 12:00:00 AM,900,Rampart,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,101,STREET,Invest Cont,34.0695,-118.2768
200605329,01/29/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1400,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),75,F,735,NIGHT CLUB (OPEN EVENINGS ONLY),Invest Cont,34.0998,-118.3237
200706186,02/16/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1615,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,203,OTHER BUSINESS,Invest Cont,34.0426,-118.3764
200815198,10-09-2020 00:00,10-09-2020 00:00,1330,West LA,2,624,BATTERY - SIMPLE ASSAULT,29,F,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",Adult Other,34.0536,-118.4662
201218195,08-09-2020 00:00,08-09-2020 00:00,200,77th Street,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,33.9727,-118.2846
200408096,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1900,Hollenbeck,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,101,STREET,Adult Arrest,34.0391,-118.2236
200508431,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2200,Harbor,2,946,OTHER MISCELLANEOUS CRIME,58,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,33.7951,-118.2752
201219454,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,20,77th Street,2,888,TRESPASSING,68,F,501,SINGLE FAMILY DWELLING,Invest Cont,33.9712,-118.263
201219885,09-03-2020 00:00,09-03-2020 00:00,835,77th Street,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,81,F,501,SINGLE FAMILY DWELLING,Adult Other,33.9741,-118.3068
200913371,08-10-2020 00:00,03/20/2020 12:00:00 AM,600,Van Nuys,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,M,501,SINGLE FAMILY DWELLING,Adult Arrest,34.2011,-118.4669
200909092,04/29/2020 12:00:00 AM,04/27/2020 12:00:00 AM,2100,Van Nuys,1,330,BURGLARY FROM VEHICLE,54,M,101,STREET,Invest Cont,34.2012,-118.4294
200717236,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1100,Wilshire,1,320,"BURGLARY, ATTEMPTED",84,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0532,-118.3729
200115046,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1425,Central,2,624,BATTERY - SIMPLE ASSAULT,54,F,102,SIDEWALK,Adult Arrest,34.0412,-118.2474
200319472,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1330,Southwest,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",18,M,122,"VEHICLE, PASSENGER/TRUCK",Adult Arrest,34.0326,-118.3284
200610699,05/27/2020 12:00:00 AM,05/24/2020 12:00:00 AM,1730,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),24,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.1005,-118.3115
201005330,02-01-2020 00:00,02-01-2020 00:00,945,West Valley,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),43,M,101,STREET,Invest Cont,34.1686,-118.5203
200504809,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,945,Harbor,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,101,STREET,Invest Cont,33.819,-118.3066
200705134,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1930,Wilshire,1,480,BIKE - STOLEN,30,F,501,SINGLE FAMILY DWELLING,Invest Cont,34.0854,-118.3522
200812232,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1100,West LA,2,354,THEFT OF IDENTITY,45,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0691,-118.4619
200611438,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1300,Hollywood,2,755,BOMB SCARE,0,X,203,OTHER BUSINESS,Invest Cont,34.0981,-118.3158
200111209,05-01-2020 00:00,04/30/2020 12:00:00 AM,1803,Central,1,210,ROBBERY,37,M,123,PARKING UNDERGROUND/BUILDING,Invest Cont,34.0462,-118.2585
200415454,12-01-2020 00:00,11/16/2020 12:00:00 AM,1200,Hollenbeck,2,354,THEFT OF IDENTITY,47,F,750,CYBERSPACE,Invest Cont,34.0976,-118.1602
200605686,02-05-2020 00:00,02-03-2020 00:00,1,Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,M,108,PARKING LOT,Invest Cont,34.0994,-118.3093
200508796,04/27/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1700,Harbor,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,33.7948,-118.2694
200909232,05-02-2020 00:00,05-01-2020 00:00,2200,Van Nuys,1,330,BURGLARY FROM VEHICLE,38,F,101,STREET,Invest Cont,34.1903,-118.4378
200605833,02-07-2020 00:00,02-05-2020 00:00,1300,Hollywood,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,M,707,GARAGE/CARPORT,Invest Cont,34.1046,-118.3461
200313632,07-01-2020 00:00,06/30/2020 12:00:00 AM,2030,Southwest,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,F,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.0339,-118.337
200116174,08-10-2020 00:00,08-08-2020 00:00,1300,Central,1,330,BURGLARY FROM VEHICLE,31,F,101,STREET,Invest Cont,34.0495,-118.2564
200606007,02-11-2020 00:00,02-11-2020 00:00,1055,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),16,M,721,HIGH SCHOOL,Invest Cont,34.0948,-118.3136
200608399,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1700,Hollywood,1,330,BURGLARY FROM VEHICLE,30,M,101,STREET,Invest Cont,34.1322,-118.3384
200122630,12/20/2020 12:00:00 AM,12/19/2020 12:00:00 AM,200,Central,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,122,"VEHICLE, PASSENGER/TRUCK",Invest Cont,34.0419,-118.2564
201208742,03-08-2020 00:00,03-08-2020 00:00,1300,77th Street,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,F,101,STREET,Adult Other,33.9871,-118.2827
200314858,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2130,Southwest,1,510,VEHICLE - STOLEN,0,,101,STREET,Adult Arrest,34.0323,-118.2776
200315958,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,12,Southwest,2,890,FAILURE TO YIELD,19,X,101,STREET,Invest Cont,34.0109,-118.3351
200313281,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2305,Southwest,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,M,101,STREET,Invest Cont,34.0264,-118.3481
200707668,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,550,Wilshire,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0499,-118.3242
200413270,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,215,Hollenbeck,2,900,VIOLATION OF COURT ORDER,47,F,501,SINGLE FAMILY DWELLING,Adult Other,34.0389,-118.208
201113788,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,30,Northeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,102,SIDEWALK,Invest Cont,34.1207,-118.2026
201011314,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1540,West Valley,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,34,M,406,OTHER STORE,Adult Arrest,34.1938,-118.5534
201220280,09-08-2020 00:00,09-08-2020 00:00,1900,77th Street,2,624,BATTERY - SIMPLE ASSAULT,66,M,501,SINGLE FAMILY DWELLING,Invest Cont,33.9871,-118.3519
201011557,08-01-2020 00:00,08-01-2020 00:00,1,West Valley,1,520,VEHICLE - ATTEMPT STOLEN,40,F,108,PARKING LOT,Invest Cont,34.1976,-118.4799
201110895,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2200,Northeast,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,707,GARAGE/CARPORT,Invest Cont,34.1099,-118.2923
200209757,05-03-2020 00:00,05-03-2020 00:00,1130,Rampart,1,210,ROBBERY,35,M,102,SIDEWALK,Adult Arrest,34.0504,-118.2722
200317128,09-10-2020 00:00,09-10-2020 00:00,1930,Southwest,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",39,M,501,SINGLE FAMILY DWELLING,Invest Cont,34.0242,-118.3002
200320465,11/16/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1000,Southwest,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.026,-118.2758
200919016,12/31/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1200,Van Nuys,1,310,BURGLARY,0,X,118,CONSTRUCTION SITE,Invest Cont,34.1994,-118.4488
200610306,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,50,Hollywood,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Adult Arrest,34.0918,-118.3109
200219096,12/28/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1645,Rampart,2,662,"BUNCO, GRAND THEFT",38,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0656,-118.2616
201305867,02-02-2020 00:00,02-02-2020 00:00,1210,Newton,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),49,F,104,DRIVEWAY,Invest Cont,33.9857,-118.2628
201213641,05/27/2020 12:00:00 AM,05/25/2020 12:00:00 AM,1640,77th Street,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.9997,-118.2827
201013650,10-02-2020 00:00,10-02-2020 00:00,845,West Valley,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,M,102,SIDEWALK,Adult Arrest,34.2048,-118.536
201208702,03-08-2020 00:00,03-08-2020 00:00,1300,77th Street,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,33.9792,-118.3046
201005390,02-03-2020 00:00,01/31/2020 12:00:00 AM,1500,West Valley,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,M,121,YARD (RESIDENTIAL/BUSINESS),Invest Cont,34.2157,-118.5011
200400819,05/24/2020 12:00:00 AM,05/24/2020 12:00:00 AM,2145,Hollenbeck,1,210,ROBBERY,0,X,203,OTHER BUSINESS,Invest Cont,34.0233,-118.2222
200404133,01-03-2020 00:00,01-03-2020 00:00,2045,Hollenbeck,2,624,BATTERY - SIMPLE ASSAULT,40,M,501,SINGLE FAMILY DWELLING,Adult Arrest,34.0528,-118.2215
200813949,09-11-2020 00:00,09-04-2020 00:00,1458,West LA,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0487,-118.4319
200300601,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1200,Southwest,1,330,BURGLARY FROM VEHICLE,29,M,101,STREET,Invest Cont,34.0276,-118.3236
200211375,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1630,Rampart,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0,M,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0541,-118.2621
200618301,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,600,Hollywood,1,510,VEHICLE - STOLEN,0,,108,PARKING LOT,Invest Cont,34.1106,-118.3646
201210589,04-03-2020 00:00,04-03-2020 00:00,2030,77th Street,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,F,101,STREET,Invest Cont,34.0019,-118.3056
201116284,12-03-2020 00:00,12-03-2020 00:00,805,Northeast,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),Adult Other,34.1018,-118.2325
200406644,03-08-2020 00:00,03-05-2020 00:00,2200,Hollenbeck,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,101,STREET,Invest Cont,34.0493,-118.2133
200617539,11-03-2020 00:00,11-02-2020 00:00,500,Hollywood,2,624,BATTERY - SIMPLE ASSAULT,57,M,108,PARKING LOT,Invest Cont,34.1,-118.3113
201222549,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1620,77th Street,2,903,CONTEMPT OF COURT,39,F,101,STREET,Adult Other,33.9824,-118.2844
200313886,07-09-2020 00:00,07-09-2020 00:00,315,Southwest,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0073,-118.298
200314030,07-11-2020 00:00,07-11-2020 00:00,1500,Southwest,2,354,THEFT OF IDENTITY,90,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",Invest Cont,34.0133,-118.337
200304179,01-04-2020 00:00,01-04-2020 00:00,147,Southwest,1,210,ROBBERY,20,F,101,STREET,Invest Cont,34.0173,-118.3261
200817734,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1050,West LA,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",Invest Cont,34.0474,-118.445
200217162,11-07-2020 00:00,11-07-2020 00:00,950,Rampart,1,510,VEHICLE - STOLEN,0,,101,STREET,Invest Cont,34.0402,-118.2836
